name,effect,ranking,score,risk,risk_category
황벽나무껍질/치자나무열매/(황련/참마/감초/모란/칡/지황/황금/고삼)뿌리수,"황벽나무껍질, 치자나무열매, 다양한 뿌리추출수 혼합물은 피부 진정, 항염 및 항산화 효능이 있습니다. 감초와 황금은 피부 톤 개선에 도움을 주며, 항균 성질이 있어 여드름 완화에 유용합니다. 민감한 피부에도 적합한 성분입니다.",,,민감성,없음
황벽나무껍질,"황벽나무껍질(황백)은 전통적으로 항염 및 항균 작용이 있어 피부 진정에 유용합니다. 피부 트러블 완화와 수분 유지에 도움을 주며, 자극을 줄여준다. 드물게 알레르기를 유발할 수 있으므로 민감한 피부는 사용 전 테스트가 필요합니다.",[안전],1.0,민감성,드물게 알레르기 유발
황목련꽃추출물,"황목련꽃추출물은 피부 진정 및 항산화 효과로 유명하며, 피지 조절과 피부 염증 완화에 도움을 줄 수 있습니다. 또한, 항균 특성으로 인해 여드름 완화에도 사용됩니다. 하지만 일부 피부에는 자극이 있을 수 있어 주의가 필요합니다.",[안전],1.0,민감성,자극
황목련껍질추출물,"황목련껍질추출물은 강력한 항산화 및 항염 효과로 피부 진정과 보호에 도움을 줍니다. 또한 항균 성질을 지녀 피부 트러블 완화에 유용합니다. 주로 스킨케어나 화장품에 사용되며, 알러지 반응이 있을 수 있으니 주의가 필요합니다.",[안전],1.0,민감성,알러지
황마추출물,황마추출물(Corchorus Capsularis Extract)은 항산화 효과가 뛰어나며 피부를 진정시키고 보습하는 데 유용합니다. 특히 민감성 피부에 적합하며 피부의 탄력을 개선하는 데 도움을 줄 수 있습니다. 일부 사람에게 알레르기 반응이 있을 수 있으니 주의가 필요합니다.,,,민감성,알레르기
황마가루,"황마가루(종려나무 열매 가루)는 주로 보습과 진정 효과 때문에 스킨케어 제품에 사용됩니다. 피부에 수분을 공급하고 염증을 완화하는 데 도움을 줍니다. 천연 성분이지만, 알레르기 반응을 유발할 수 있으니 민감성 피부 사용자는 주의가 필요합니다.",[안전],1.0,민감성,알레르기 유발
황련추출물,"황련추출물은 항염, 항균 특성으로 인해 피부 진정과 트러블 완화에 사용됩니다. 항산화 효과가 있어 노화 방지에도 기여할 수 있습니다. 일반적으로 안전하지만, 민감한 피부에서는 자극이 발생할 가능성이 있으므로 주의가 필요합니다.",,,민감성,자극
황련뿌리추출물,"황련뿌리추출물은 피부 진정과 항염 효과로 유명한 성분입니다. 특히 민감성 피부에 적합하며, 여드름 완화와 피부 톤 개선에 도움을 줍니다. 그러나 알레르기 반응을 일으킬 수 있으니 사용 전 패치 테스트를 권장합니다.",[안전],1.0,민감성,알레르기
황련뿌리줄기추출물,"황련뿌리줄기추출물은 항염, 항균 특성으로 피부 진정에 도움을 줍니다. 피부 트러블을 완화하고 피부장벽을 강화하는 데 유용하며, 민감성 피부에도 적합합니다. 그러나 일부 사람에게는 자극이 발생할 수 있으므로 패치 테스트가 권장됩니다.",[안전],1.0,민감성,자극
황기캘러스추출물,황기캘러스추출물은 항산화 및 항염 효과가 뛰어나 피부를 진정시키고 노화를 지연시키는 데 도움을 줍니다. 피부 보호와 보습 강화에도 기여하여 다양한 화장품에 널리 사용됩니다. 일반적으로 안전하나 개인별 알레르기 반응을 주의해야 합니다.,,,민감성,알레르기
황기추출물,황기추출물(Astragalus Membranaceus Extract)은 주로 항산화 및 항염 작용으로 알려져 있습니다. 피부를 진정시키고 보습을 도와 피부 장벽을 강화하는 데 유용합니다. 그러나 개개인 차이에 따라 알레르기 반응이 있을 수 있으니 주의가 필요합니다.,,,민감성,알레르기
황기잎추출물,"황기잎추출물은 항산화 및 항염 효과가 있어 피부 노화 방지와 진정에 도움을 주는 성분입니다. 피부 장벽 강화 및 보습 개선에도 사용되며, 민감성 피부에도 비교적 안전하게 사용할 수 있습니다. ало",,,민감성,없음
황기씨추출물,"황기씨추출물은 피부 보호 및 진정 효과가 있는 성분으로, 항산화 특성이 있어 노화 방지에 도움을 줍니다. 피부의 수분 유지와 탄력 개선에도 유익하며, 민감한 피부에도 적합합니다. 특별한 부작용은 보고되지 않았으나 개인 차이는 있을 수 있습니다.",,,민감성,없음
황기싹추출물,"황기싹추출물은 항산화 및 항염 효과가 뛰어나며, 피부 노화 방지와 보호에 도움을 줍니다. 피부 톤 개선과 수분 공급에도 유리해 민감성 피부에도 적합합니다. 그러나 알레르기 테스트 후 사용하는 것이 좋습니다.",,,민감성,알레르기
황기뿌리추출물,"황기뿌리추출물은 피부 진정 및 항산화 효과가 있는 성분으로, 주름 개선과 피부 보호에 도움을 줍니다. 면역 강화 속성도 있어 건강에 유익하며, 천연 성분으로 비교적 안전하지만 알레르기 반응 가능성이 있어 주의가 필요합니다.",[안전],1.0,민감성,알레르기
황기뿌리가루,"황기뿌리가루는 주로 피부 진정 및 면역력 강화에 도움을 줍니다. 항산화 작용으로 피부 노화를 방지하고, 피부 장벽을 강화시켜 피부 건강을 촉진합니다. 주의사항으로는 민감 피부의 경우 알레르기 반응이 있을 수 있으니 패치 테스트가 필요합니다.",[안전],1.0,민감성,알레르기
황금하귤껍질추출물,"황금하귤껍질추출물은 자연 유래 성분으로 주로 피부 진정 및 항산화 효과가 있어 화장품에 사용됩니다. 비타민 C와 플라보노이드가 풍부하여 피부 건강 개선에 도움을 줄 수 있으며, 민감한 피부에도 비교적 안전한 성분으로 알려져 있습니다.",,,민감성,없음
황금하귤껍질오일,"황금하귤껍질오일은 주로 향수와 화장품에서 향료로 사용되며, 피부 진정과 보습에 도움을 줍니다. 항산화 성분이 있어 피부 노화를 방지하는 데 기여할 수 있지만, 감광성이 있어 사용 후에는 햇빛 노출을 피하는 것이 좋습니다.",,,없음,감광성
황금캘러스배양물,"황금캘러스배양물은 항산화 및 항염 효과가 뛰어나고, 피부 진정과 회복에 도움을 줍니다. 주로 피부 노화 방지와 민감성 피부 완화 제품에 사용됩니다. 알레르기 반응 가능성이 낮아 안전하지만, 개인 별 피부 테스트는 권장됩니다.",,,민감성,알레르기
황금추출물,"황금추출물은 강력한 항산화 및 항염 효과를 지닌 성분으로, 피부 진정 및 보습에 도움을 줍니다. 민감성 피부에 적합하며, 주름 개선과 미백 효과도 기대할 수 있는 안전한 성분으로 널리 사용됩니다.",[안전],1.0,민감성,없음
황금전초추출물,"황금전초추출물은 강력한 항산화 효과로 피부 노화를 방지하며, 항염 작용을 통해 피부 진정에 도움을 줍니다. 민감성 피부에도 적합하여 다양한 스킨케어 제품에 활용되지만, 드물게 피부 자극을 유발할 수 있어 주의가 필요합니다.",[안전],1.0,민감성,드물게 피부 자극
황금가루,"황금가루(Scutellaria Baicalensis Root Powder)는 강력한 항산화 및 항염 효과가 있어 피부 진정과 보호에 도움을 줍니다. 주로 민감성 피부 제품에 사용되며, 피부 톤 개선과 피부장벽 강화에 유용합니다. 일부는 드물게 알레르기 반응을 유발할 수 있습니다.",,,민감성,드물게 알레르기
황근추출물,"황근추출물은 피부 진정, 항염 효과가 있어 민감성 피부에 유용합니다. 또한 항산화 성분이 풍부해 피부 노화 방지에 도움을 줄 수 있습니다. 부작용이 거의 없어 다양한 피부 타입에 사용 가능합니다.",,,민감성,없음
활성클레이,활성클레이는 모공 깊숙한 곳의 불순물과 과잉 피지를 흡착하여 피부를 깨끗하게 하고 매끄럽게 만드는 데 사용됩니다. 피부에 사용 시 수분을 빼앗을 수 있어 건성 피부에는 주의가 필요합니다. 일반적으로 마스크나 클렌저에 주로 활용됩니다.,,,건성,수분 빼앗음
환삼덩굴추출물,환삼덩굴추출물은 항염 및 항균 속성을 가지고 있어 피부 진정과 트러블 완화에 도움을 줍니다. 피부 건강을 개선하고 자극을 줄일 수 있어 스킨케어 제품에 널리 사용됩니다. 알레르기 반응은 드물지만 민감성 피부는 주의가 필요합니다.,,,민감성,드물게 알레르기
환삼덩굴꽃/잎/줄기추출물,환삼덩굴꽃/잎/줄기추출물은 피부 진정 및 항염 효과가 있어 주로 피부 진정 또는 여드름 개선을 위한 화장품에 사용됩니다. 항산화 성분이 풍부하여 피부 건강 유지에도 도움이 됩니다. 그러나 개별 피부 반응을 고려하여 사용해야 합니다.,,,민감성,없음
확정세포배양액,"확정세포배양액은 피부 세포의 성장과 건강을 도와주는 성분으로, 화장품에서 피부 재생 촉진과 보습 개선에 사용됩니다. 주로 안티에이징 제품에 포함되며, 잠재적 알러지 반응이 있을 수 있으니 민감성 피부는 주의가 필요합니다.",,,민감성,알러지
확정세포배양액9,"확정세포배양액9는 세포 배양에 사용되는 특수 조제액으로, 주로 세포의 성장과 분화를 촉진합니다. 피부 재생을 돕고 탄력을 개선하는 효능이 있어 화장품에서 노화 방지 성분으로 활용됩니다. 임상시험 검토가 필요할 수 있습니다.",,,없음,임상시험 필요
확정세포배양액7,"확정세포배양액7은 세포 배양에 필요한 영양소와 성장 요인을 포함한 문화 배지로, 피부 재생과 탄력 향상에 기여할 수 있습니다. 세포 성장 촉진 효과로 노화 방지 제품에 사용되지만, 특정 피부 반응을 고려하여 사용해야 합니다.",,,없음,특정 피부 반응
확정세포배양액4,"확정세포배양액4는 피부 세포의 성장과 건강을 지원하는 성분으로, 주로 피부 재생 및 탄력 개선을 위해 사용됩니다. 피부 장벽 강화 및 수분 공급에 효과적일 수 있으며, 일반적으로 안전하나 민감한 피부의 경우 주의가 필요할 수 있습니다.",,,민감성,없음
확정세포배양액3,"확정세포배양액3은 피부 재생과 회복을 도와주는 세포 배양 성분입니다. 주로 주름 개선, 피부 탄력 강화 등에 사용되며, 피부 친화적 특성으로 자극이 적습니다. 그러나 민감한 피부는 사용 전 패치 테스트 권장됩니다.",,,민감성,없음
확정세포배양액2,"확정세포배양액2는 주로 세포를 배양하기 위한 최적의 환경을 제공하는 성분입니다. 화장품에서는 피부 재생과 회복을 도우며, 피부 장벽 강화에 도움을 줄 수 있습니다. 다만, 민감한 피부에는 개별 반응이 있을 수 있으니 주의가 필요합니다.",,,민감성,없음
확정세포배양액1K,확정세포배양액1K는 화장품에서 주로 피부 재생과 보습을 촉진하는 성분으로 활용됩니다. 이 성분은 피부 손상을 방지하고 탄력을 개선하는 데 도움을 줄 수 있습니다. 사용 시 개인 피부 상태에 따라 자극이 발생할 수 있으므로 주의가 필요합니다.,,,민감성,자극
확정세포배양액15,"확정세포배양액15은 세포 배양에 사용되는 성분으로, 피부 활성화와 재생을 돕습니다. 주로 안티에이징 화장품에 사용되며, 피부 탄력 개선과 주름 감소에 효과적입니다. 그러나 개인에 따라 자극이나 민감 반응이 발생할 수 있어 주의가 필요합니다.",,,민감성,자극
확정세포배양액14,"확정세포배양액14는 피부 세포의 성장과 재생을 촉진하는 성분으로, 주로 항노화 및 피부 회복을 돕는 화장품에 사용됩니다. 세포 활성화를 통해 피부 탄력을 개선하며, 안전성이 검증되었지만 개인에 따라 알러지가 발생할 수 있습니다.",,,민감성,알레르기
확정세포배양액12,"확정세포배양액12는 세포 성장 및 복제를 지원하는 미디어로, 피부 재생과 보습에 도움을 주는 화장품 성분입니다. 주로 항노화 제품에 사용되며, 민감 피부에도 비교적 안전하나, 개별 피부 반응에 주의해야 합니다.",,,민감성,없음
확정세포배양액11,"확정세포배양액11은 세포 배양을 위한 필수 영양소와 성장 인자를 포함한 용액으로, 피부 재생과 탄력 개선에 효과적입니다. 주로 주름 개선 및 피부 장벽 강화 기능성 화장품에 사용되며, 민감 피부에는 주의가 필요할 수 있습니다.",,,민감성,없음
확정세포배양액10,"확정세포배양액10은 피부 재생과 보습 개선을 돕는 화장품 성분으로, 세포 활성화를 통해 피부 탄력과 윤기를 증진시킵니다. 피부 친화적이지만, 개인 피부 상태에 따라 드물게 자극이 발생할 수 있으므로 패치 테스트가 권장됩니다.",,,민감성,드물게 자극
폴리시트로넬올,"폴리시트로넬올은 향수 및 화장품에 사용되는 합성 향료로, 시트로넬라와 유사한 상쾌하고 청량한 향을 제공합니다. 피부 자극 문제는 드물지만, 민감한 피부를 가진 사람들은 주의가 필요합니다. 향유의 고급스러운 향취로 린스 및 스킨케어 제품에도 널리 사용됩니다.",[안전],2,민감성,없음
폴리시트로넬올아세테이트,"폴리시트로넬올아세테이트는 주로 향수 및 화장품에 사용되는 합성 향료로, 시트러스 계열의 상쾌한 향을 제공합니다. 피부에 자극적이지 않으며, 향의 지속력을 높이는 데 도움을 줍니다. 알레르기 반응은 드물지만 주의가 필요합니다.",[안전],2,없음,드물지만 알레르기 유발
폴리스타키아마추출물,"폴리스타키아마추출물은 피부 보습과 진정에 효과적인 성분으로, 항염 및 항산화 특성을 지니고 있어 피부 자극을 완화하고 건강한 피부를 유지하는 데 도움을 줍니다. 주로 민감성 및 건성 피부 제품에 사용됩니다.",,,없음,없음
폴리스타이렌,"폴리스타이렌은 주로 코스메틱 제품에서 필러 또는 텍스처 향상제 역할을 합니다. 가벼운 입자로 피부에 부드러운 사용감을 주지만, 환경에 미치는 영향에 대한 우려가 있습니다. 일부는 미세 플라스틱으로 간주되어 환경 오염을 유발할 수 있습니다.",[안전],1,없음,환경 오염
폴리스타이렌/하이드로제네이티드폴리아이소펜텐코폴리머,폴리스타이렌/하이드로제네이티드폴리아이소펜텐코폴리머는 화장품의 질감을 개선하고 발림성을 높이기 위해 사용됩니다. 주로 메이크업 제품과 스킨케어 포뮬러에 활용되며 피부에 부드러운 감촉을 제공해 줍니다. 안전성 우려는 적습니다.,,,없음,없음
폴리솔베이트85,"폴리솔베이트85는 화장품에서 유화제 및 계면활성제로 사용됩니다. 수분과 기름을 혼합하여 제품의 질감을 개선하며, 피부 자극이 적어 안전성이 높습니다. 그러나 일부 민감한 피부에서는 알러지 반응을 일으킬 수 있으니 주의가 필요합니다.",[안전],1,민감성,알러지
폴리솔베이트81,"폴리솔베이트81은 주로 화장품에서 유화제로 사용되며, 물과 기름을 잘 섞이게 도와 제형의 안정성을 높입니다. 피부 자극이 적고 성분의 침투를 촉진시켜 제품 효능을 증가시킬 수 있습니다. 하지만 드물게 민감한 피부에 자극을 줄 수 있습니다.",[안전],1,민감성,드물게 자극
폴리솔베이트80,"폴리솔베이트80은 다양한 화장품과 스킨케어 제품에서 유화제로 사용됩니다. 오일과 물의 혼합을 도와 제품의 안정성을 높이고, 피부에 부드럽게 발리도록 합니다. 일부 사용자는 드물게 피부 자극이 발생할 수 있어 주의가 필요합니다.",,,없음,드물게 피부 자극
폴리솔베이트80아세테이트,"폴리솔베이트80아세테이트는 화장품에서 주로 유화제 및 안정제로 사용되는 성분으로, 오일과 물의 혼합을 돕습니다. 피부에 자극이 적어 대부분의 피부 타입에 안전한 편이나, 드물게 민감한 피부에 자극을 유발할 수 있습니다.",[안전],1,민감성,드물게 자극 유발
폴리솔베이트80다이신나메이트,"폴리솔베이트80다이신나메이트는 화장품에서 유화제 및 연결제로 사용되어 물과 기름 성분을 혼합하는 데 도움을 줍니다. 피부 친화적이며, 자극이 적어 민감한 피부에도 적합할 수 있습니다. 그러나 과도한 사용 시 피부 자극을 유발할 수 있으므로 주의가 필요합니다.",,,민감성,과도한 사용 시 자극
폴리솔베이트40,"폴리솔베이트40은 주로 화장품 및 스킨케어 제품에서 유화제로 사용되며, 물과 기름을 혼합하여 안정된 제품을 만드는 데 도움을 줍니다. 피부에 자극이 적어 안전하게 사용되지만, 드물게 민감성 피부에서 알레르기 반응을 유발할 수 있습니다.",[안전],1-2,민감성,드물게 알레르기
폴리솔베이트20,"폴리솔베이트20은 화장품에서 주로 유화제 및 계면활성제로 사용됩니다. 수분과 기름을 혼합하여 제품의 질감을 부드럽게 하고, 안정성을 높입니다. 피부 자극 가능성이 낮아 안전성이 높지만, 민감한 피부는 주의가 필요할 수 있습니다.",[안전],1-2,민감성,없음
폴리솔베이트20다이신나메이트,"폴리솔베이트20다이신나메이트는 화장품에서 주로 사용되는 계면활성제입니다. 일반적으로 제품의 안정성을 높이고 유화 작용을 도와 혼합 성분들의 균일성을 제공합니다. 피부에 자극이 적고, 항산화 특성도 있어 피부 보호에 유익합니다.",,,없음,없음
폴리솔베이트65,"폴리솔베이트 65는 주로 화장품과 식품에서 유화제로 사용됩니다. 수분과 기름이 잘 섞이도록 도와 크림과 로션의 질감을 개선합니다. 일반적으로 안전하나, 민감성 피부에는 자극을 줄 수도 있으므로 피부 테스트 후 사용하는 것이 좋습니다.",[안전],1-2,민감성,자극
폴리솔베이트61,"폴리솔베이트 61은 화장품에서 주로 유화제와 안정제로 사용됩니다. 피부에 쉽게 흡수되어 촉촉함을 유지하며, 다른 성분들의 혼합을 돕습니다. 하지만 일부 민감한 피부에는 자극을 줄 수 있으므로 주의가 필요합니다.",[안전],1,민감성,자극
폴리솔베이트60,"폴리솔베이트 60은 화장품에서 유화제로 사용되며, 물과 기름이 섞이게 도와 크림과 로션의 질감을 개선합니다. 피부 자극 가능성이 낮아 안전한 편이나, 드물게 민감한 피부에 트러블을 유발할 수 있습니다. 제품 안정성과 사용감을 향상시키는 데 유용합니다.",[안전],1-2,민감성,드물게 트러블 유발
폴리솔베이트21,"폴리솔베이트 21은 화장품에서 주로 사용되는 계면활성제로, 물과 기름을 잘 섞이게 하여 제품의 질감을 개선합니다. 자극이 적고 피부에 부드러워 클렌징, 스킨케어 제품에 널리 쓰입니다. 드물게 민감한 피부에 자극을 줄 수 있습니다.",[안전],1,민감성,자극
폴리사이클로펜타다이엔,"폴리사이클로펜타다이엔은 주로 화장품 및 스킨케어 제품에서 필름 형성제로 사용되며, 제품의 지속성과 물 저항성을 높이는 역할을 합니다. 피부에 자극이 적어 안전성이 높지만, 개인의 피부 타입에 따라 다르게 반응할 수 있어 주의가 필요합니다.",[안전],1,없음,없음
폴리비닐폼아마이드,"폴리비닐폼아마이드는 주로 보습제나 필름 형성제로 사용되며, 피부에 고운 막을 형성해 수분 손실을 방지합니다. 자극이 적어 민감 피부에도 적합하지만, 합성 화합물이므로 장기 사용 시 개별 피부 반응을 살피는 것이 중요합니다.",,,민감성,없음
폴리비닐클로라이드,"폴리비닐클로라이드(PVC)는 주로 산업 및 건축 자재로 사용되는 합성 플라스틱 소재입니다. 화장품에 직접적으로 사용되진 않지만, 포장 용기 및 용도로 쓰입니다. 안전성 문제로 식품 접촉 및 피부 사용에 주의가 필요합니다.",,,없음,안전성 문제
폴리비닐카프롤락탐,"폴리비닐카프롤락탐은 주로 헤어 케어 제품에서 사용되는 성분으로, 머리카락에 부드러움과 광택을 더하고 스타일 고정력을 제공합니다. 수분에 잘 견디고 미끄러운 느낌을 주어 엉킴을 줄이고, 스타일 지속시간을 길게 해줍니다.",,,없음,없음
폴리비닐이미다졸리늄아세테이트,"폴리비닐이미다졸리늄아세테이트는 모발 제품에서 주로 사용되는 성분으로, 머리카락에 코팅을 형성하여 윤기와 부드러움을 제공하는 역할을 합니다. 정전기 방지 효과도 있으며, 손상 방지에 기여하지만, 일부 민감한 피부에는 자극을 줄 수 있습니다.",,,민감성,자극
폴리비닐알코올크로스폴리머,"폴리비닐알코올크로스폴리머는 화장품에서 주로 필름 형성제로 사용되며, 제품의 질감을 부드럽게 하고 지속력을 높이는 역할을 합니다. 일반적으로 안전한 성분으로 알려져 있지만, 일부 민감한 피부에 자극을 줄 수 있으므로 주의가 필요합니다.",,,민감성,자극
폴리비닐알코올,"폴리비닐알코올은 화장품에서 필름형성제와 점증제로 사용됩니다. 주로 마스크팩, 아이브로우 제품에 쓰이며, 피부에 보호막을 형성해 수분 증발을 막습니다. 그러나 민감한 피부에는 자극을 줄 수 있어 주의가 필요합니다.",[안전],1,민감성,자극
폴리비닐아이소부틸에터,"폴리비닐아이소부틸에터는 화장품에서 주로 필름 형성제 및 점착제로 사용됩니다. 피부에 보호막을 형성하여 수분을 유지하고, 제품의 지속성을 높이는 데 기여합니다. 피부 자극이 적으나, 특정 피부 타입에 민감성을 유발할 수 있습니다.",,,민감성,없음
폴리비닐아세테이트,"폴리비닐아세테이트는 주로 화장품에서 필름 형성제 및 접착제로 사용됩니다. 메이크업 제품의 지속성을 높이며, 벗겨짐 방지 기능을 제공합니다. 드물게 피부 자극을 유발할 수 있으니 민감성 피부 사용자는 주의가 필요합니다.",,,민감성,드물게 피부 자극
폴리비닐아세탈다이에틸아미노아세테이트,"폴리비닐아세탈다이에틸아미노아세테이트는 주로 자외선 차단제 및 스킨케어 제품에서 사용되며, 피부에 보호막을 형성해 외부 자극으로부터 피부를 보호합니다. 가벼운 사용감과 안정성이 특징이며, 일반적으로 민감성을 유발하지 않습니다.",,,없음,없음
폴리비닐스테아릴에터,"폴리비닐스테아릴에터는 주로 코팅, 안정화, 질감 개선을 위해 화장품에 사용됩니다. 피막 형성 특성으로 인해 제품의 지속력을 높이며, 피부에 부드러운 촉감을 제공합니다. 민감성 피부에 대한 자극 가능성은 적습니다.",[안전],1,민감성,없음
폴리비닐부틸알,"폴리비닐부틸알(PVB)은 주로 점착제와 필름 형성제로 사용되며, 화장품에서는 제품의 지속력을 높이고 피부에 부드러운 막을 형성하는 데 기여합니다. 안정성이 높고 안전한 성분이지만, 드물게 피부 민감성을 유발할 수 있습니다.",[안전],1,민감성,드물게 민감성 유발
폴리비닐메틸에터,"폴리비닐메틸에터는 주로 화장품에서 보습제 및 유화제로 사용됩니다. 가벼운 텍스처와 빠른 흡수력으로 피부에 수분을 공급하고 보호하는 역할을 하며, 자극이 적어 민감한 피부에도 적합합니다. 특별한 부작용은 보고되지 않았습니다.",,,없음,없음
폴리비닐리덴다이플루오라이드,"폴리비닐리덴다이플루오라이드는 주로 필름 형태로 사용되는 합성 고분자로, 화장품에서는 피막 형성제로 사용되어 제품의 지속성과 내수성을 향상시킵니다. 안전성이 높은 편이나, 드물게 플루오린화합물로 인한 피부 자극이 있을 수 있습니다.",,,없음,드물게 피부 자극
폴리비닐라우레이트,"폴리비닐라우레이트는 주로 화장품 및 개인용 제품에서 필름 형성제 및 결합제로 사용됩니다. 피부에 보호막을 형성하여 수분 증발을 방지하고, 제형을 고정하는 데 도움이 됩니다. 일반적으로 안전하나, 민감한 피부에는 자극이 될 수 있습니다.",[안전],1,민감성,자극
폴리부틸아크릴레이트,"폴리부틸아크릴레이트는 화장품에서 점착제 및 필름형성제로 사용됩니다. 주로 메이크업 제품과 네일 폴리시에 사용되어 발림성 및 지속력을 향상시킵니다. 고분자 구조로 피부에 자극이 적어 안전성이 높지만, 민감한 피부는 주의가 필요할 수 있습니다.",[주의],1-3,민감성,자극
폴리부틸메타크릴레이트,"폴리부틸메타크릴레이트는 주로 화장품에 사용되는 합성 폴리머로, 제품의 질감을 개선하고 매끄럽게 발리는 데 도움을 줍니다. 피부에 매트한 마무리를 제공하며, 메이크업 지속력을 높여줍니다. 알레르기 반응 가능성이 낮아 안전성이 높습니다.",[안전],1-2,없음,알레르기반응 낮음
폴리부틸렌테레프탈레이트,"폴리부틸렌테레프탈레이트는 주로 화장품에서 감각 개선제 및 필름 형성제로 사용됩니다. 피부에 부드러운 느낌을 주고, 제품의 내구성을 높여줍니다. 일반적으로 안전하나, 일부 민감한 피부에서는 자극이 발생할 수 있습니다.",[안전],1,민감성,자극
폴리부틸렌글라이콜/피피지-9/1코폴리머,"폴리부틸렌글라이콜/피피지-9/1코폴리머는 화장품에서 보습제 및 텍스처 개선제로 사용됩니다. 피부에 수분을 공급하고 제품의 발림성을 향상시키는 역할을 합니다. 일반적으로 안전하나, 민감성 피부에 자극이 있을 수 있으니 주의가 필요합니다.",,,민감성,자극
폴리부틸렌글라이콜/엠디아이코폴리머,"폴리부틸렌글라이콜/엠디아이코폴리머는 주로 보습 및 피부 보호를 위해 사용되는 폴리머 성분입니다. 가벼운 질감을 제공하며, 촉촉함을 오래 유지하는 데 도움을 줍니다. 일반적으로 안전하나, 일부 민감한 피부에는 자극을 줄 수 있으니 주의해야 합니다.",,,민감성,자극
폴리부틸렌글라이콜-10,"폴리부틸렌글라이콜-10은 주로 보습제로 사용되며, 피부에 수분을 공급하고 유지하는 데 도움을 줍니다. 높은 안정성으로 다양한 화장품에 활용되며, 일반적으로 피부에 안전하나 드물게 민감한 피부에 자극을 유발할 수 있습니다.",,,민감성,드물게 자극 유발
폴리부텐,"폴리부텐은 화장품에서 주로 사용되는 합성 고분자 물질로, 점착제나 필름 형성제로 활용됩니다. 립글로스, 마스카라 등에서 광택과 긴 지속성을 부여하는 역할을 하며, 피부에 안전하지만 민감한 경우 자극이 발생할 수 있습니다.",,,민감성,자극
폴리베타-알라닌,폴리베타-알라닌은 주로 피부 보습과 탄력 개선을 위해 사용되는 성분입니다. 피부의 수분 공급을 도와 촉촉하고 매끄러운 피부를 유지하는데 효과적입니다. 민감성 피부에도 비교적 안전하며 자극이 적은 것으로 알려져 있습니다.,,,민감성,없음
폴리베타-알라닌/글루타릭애씨드크로스폴리머,폴리베타-알라닌/글루타릭애씨드 크로스폴리머는 피부에 수분을 공급하고 보습을 유지하는 데 도움을 주는 성분입니다. 일반적으로 피부 탄력을 개선하고 부드럽게 만들어 줍니다. 민감한 피부에도 비교적 안전하나 개인에 따른 반응은 다를 수 있습니다.,,,민감성,없음
폴리메틸아크릴레이트,폴리메틸아크릴레이트는 화장품에서 젤 형성제 및 필름형성제로 사용됩니다. 피부에 부드러운 감촉을 주고 제품의 안정성과 지속력을 향상시키는 데 도움이 됩니다. 일부 민감성 피부에는 자극을 줄 수 있어 주의가 필요합니다.,,,민감성,자극
폴리메틸실세스퀴옥세인,"폴리메틸실세스퀴옥세인은 화장품에서 텍스처 향상제로 사용되며, 가벼운 실리콘 파우더로 부드러운 피부 표현 및 유분 흡수를 돕습니다. 주로 프라이머, 파운데이션에 사용되며, 모공을 막지 않아 문제를 일으키지 않는 것으로 알려져 있습니다.",[안전],1,없음,없음
폴리메틸실세스퀴옥세인/트라이메틸실록시실리케이트,"폴리메틸실세스퀴옥세인/트라이메틸실록시실리케이트는 실리콘 폴리머로, 화장품에 매끄럽고 가벼운 사용감을 제공하며, 방수 및 지속력 향상에 도움을 줍니다. 피부에 안전하지만, 실리콘 성분이므로 일부 민감성 피부에선 주의가 필요할 수 있습니다.",,,민감성,없음
폴리메틸실세스퀴옥세인/실리카크로스폴리머,"폴리메틸실세스퀴옥세인/실리카크로스폴리머는 피부 결을 매끄럽게 하고 피지 흡수에 도움을 주는 성분으로, 메이크업 지속력을 높이며 보송한 마무리감을 제공합니다. 일반적으로 피부에 무해하지만 민감한 피부는 주의가 필요할 수 있습니다.",,,민감성,없음
폴리메틸메타크릴레이트,"폴리메틸메타크릴레이트(PMMA)는 화장품에서 주로 메이크업 제품의 질감 개선, 지속력 향상 및 매트한 마무리를 위해 사용됩니다. 미세한 구슬 형태로 피부의 결점을 가려주며, 드물게 민감한 피부에 자극을 줄 수 있습니다.",[주의],1-4,민감성,자극
폴리메틸글루타메이트,"폴리메틸글루타메이트는 보습제로 사용되는 성분으로, 피부의 수분을 유지하고 촉촉하게 만드는 데 도움을 줍니다. 또한, 가벼운 질감으로 다양한 화장품에 적용할 수 있습니다. 일반적으로 안전하나, 개인에 따라 민감 반응이 있을 수 있습니다.",,,민감성,민감 반응
폴리메틸/페닐실세스퀴옥세인실리케이트,"폴리메틸/페닐실세스퀴옥세인실리케이트는 코스메틱 제품에서 피부의 매끄러운 감촉과 윤기를 제공하며, 메이크업의 지속성을 높이는 역할을 합니다. 주로 파운데이션, 파우더에 사용되며, 일반적으로 안전한 성분으로 평가됩니다.",,,없음,없음
폴리메틸/옥틸/페닐/프로필실세스퀴옥세인다이메티콘크로스코폴리머,"폴리메틸/옥틸/페닐/프로필실세스퀴옥세인다이메티콘크로스코폴리머는 화장품에서 사용되는 실리콘 폴리머로, 피부의 질감을 부드럽게 하고 제품의 미끄러짐과 발림성을 향상시킵니다. 또한 유분을 조절하여 매트한 피부 표현을 도와주며, 주로 파운데이션 및 프라이머에 사용됩니다.",,,없음,없음
